b,channel,dET
390,VPD[demand],361.0949375528462
391,VPD[stomatal],308.4374830664017
391,VPD[demand],330.47992182576684
392,VPD[stomatal],336.56399356693345
392,VPD[demand],335.5217708439674
393,VPD[stomatal],316.350024823403
393,VPD[demand],317.08965356187485
394,VPD[stomatal],268.7972608868868
394,VPD[demand],304.5503948193026
395,VPD[stomatal],364.3056362150367
395,VPD[demand],419.4373099784681
396,VPD[stomatal],325.52851767798484
396,VPD[demand],322.2790281344062
397,VPD[stomatal],369.77111733192197
397,VPD[demand],323.1945620748634
398,VPD[stomatal],310.2156897283472
398,VPD[demand],316.87080475433106
399,VPD[stomatal],345.2037407471864
399,VPD[demand],338.4801759190827
400,VPD[stomatal],336.89265823045315
400,VPD[demand],349.0065092667515
401,VPD[stomatal],312.3839471079511
401,VPD[demand],322.1254645834789
402,VPD[stomatal],384.99317143710607
402,VPD[demand],357.73682273059626
403,VPD[stomatal],263.56839936897273
403,VPD[demand],253.78474031320837
404,VPD[stomatal],342.7740827497812
404,VPD[demand],297.3724845800428
405,VPD[stomatal],323.28704433134067
405,VPD[demand],381.99804280945943
406,VPD[stomatal],275.46475479013793
406,VPD[demand],320.8861819970143
407,VPD[stomatal],305.5190547998108
407,VPD[demand],263.8529008004853
408,VPD[stomatal],352.634664263362
408,VPD[demand],376.0676226139934
409,VPD[stomatal],353.2299965524186
409,VPD[demand],345.8757631084871
410,VPD[stomatal],279.49294724785506
410,VPD[demand],308.44135455404387
411,VPD[stomatal],269.2690257213902
411,VPD[demand],336.50957386221523
412,VPD[stomatal],316.33252367424456
412,VPD[demand],333.7556115010502
413,VPD[stomatal],275.2316441209234
413,VPD[demand],278.5614911086135
414,VPD[stomatal],302.0393375883508
414,VPD[demand],278.4986685477036
415,VPD[stomatal],355.2267059205011
415,VPD[demand],364.87560330665076
416,VPD[stomatal],320.28504379478755
416,VPD[demand],376.035780534331
417,VPD[stomatal],320.99175739681334
417,VPD[demand],270.6374615591808
418,VPD[stomatal],329.83776387273224
418,VPD[demand],337.03030606375154
419,VPD[stomatal],298.73968018629705
419,VPD[demand],272.6048345537215
420,VPD[stomatal],284.42001261004987
420,VPD[demand],347.99779013118587
421,VPD[stomatal],281.29939508102643
421,VPD[demand],352.21743436768577
422,VPD[stomatal],342.11282399778236
422,VPD[demand],321.3204222630988
423,VPD[stomatal],282.6617804421445
423,VPD[demand],316.5162887192559
424,VPD[stomatal],284.1028427333616
424,VPD[demand],324.10518091523267
425,VPD[stomatal],276.09216456405954
425,VPD[demand],331.26642112607806
426,VPD[stomatal],326.4544157487375
426,VPD[demand],336.22317312985535
427,VPD[stomatal],302.98322895026314
427,VPD[demand],328.9201230785716
428,VPD[stomatal],327.9539335046796
428,VPD[demand],347.96966507668554
429,VPD[stomatal],295.3145221124153
429,VPD[demand],284.8956073218692
430,VPD[stomatal],335.9355377463192
430,VPD[demand],324.54664803331167
431,VPD[stomatal],298.45904594568486
431,VPD[demand],368.23298954633435
432,VPD[stomatal],313.21347759170607
432,VPD[demand],278.78011044099645
433,VPD[stomatal],316.51355792194545
433,VPD[demand],340.4453105128471
434,VPD[stomatal],375.0125632881257
434,VPD[demand],343.6760537589566
435,VPD[stomatal],340.08855931010197
435,VPD[demand],358.5675926558752
436,VPD[stomatal],292.2356489225148
436,VPD[demand],320.40439894417005
437,VPD[stomatal],338.7200879542975
437,VPD[demand],321.82898081219065
438,VPD[stomatal],320.6853059875371
438,VPD[demand],376.01231756239235
439,VPD[stomatal],314.05129404552656
439,VPD[demand],342.45796969673785
440,VPD[stomatal],312.8116599086897
440,VPD[demand],352.8499742077527
441,VPD[stomatal],378.3581494434435
441,VPD[demand],360.9255435447455
442,VPD[stomatal],339.24837630506414
442,VPD[demand],347.9178972005585
443,VPD[stomatal],352.2454351985702
443,VPD[demand],336.9369584186601
444,VPD[stomatal],315.73469112720466
444,VPD[demand],295.8806630164714
445,VPD[stomatal],364.2298934584463
445,VPD[demand],298.31488690514794
446,VPD[stomatal],345.76014879456653
446,VPD[demand],290.6747510396852
447,VPD[stomatal],237.31470490210552
447,VPD[demand],294.73145310167155
448,VPD[stomatal],313.1335379664061
448,VPD[demand],285.3889579835921
449,VPD[stomatal],260.31728940983487
449,VPD[demand],273.14350141040745
450,VPD[stomatal],272.5460101639468
450,VPD[demand],317.32965510776097
451,VPD[stomatal],306.1367781922693
451,VPD[demand],313.2152442220714
452,VPD[stomatal],388.22686413553294
452,VPD[demand],353.87093638445043
453,VPD[stomatal],337.62143036096904
453,VPD[demand],312.2590328962021
454,VPD[stomatal],315.1017363425034
454,VPD[demand],332.6348730727244
455,VPD[stomatal],269.57647676223263
455,VPD[demand],289.3593069281526
456,VPD[stomatal],315.714328058906
456,VPD[demand],347.5662689375651
457,VPD[stomatal],346.2579335368195
457,VPD[demand],383.17542231827565
458,VPD[stomatal],277.8413447885748
458,VPD[demand],297.67309022523875
459,VPD[stomatal],380.1711323446687
459,VPD[demand],334.402011429543
460,VPD[stomatal],318.5837224279484
460,VPD[demand],322.9848124991206
461,VPD[stomatal],339.2590459562769
461,VPD[demand],318.6777740211381
462,VPD[stomatal],315.6671059927844
462,VPD[demand],341.9829469759837
463,VPD[stomatal],320.06136986502287
463,VPD[demand],294.0257796707448
464,VPD[stomatal],326.04107897316936
464,VPD[demand],317.6542621578871
465,VPD[stomatal],331.14450390062024
465,VPD[demand],345.67722654953207
466,VPD[stomatal],315.32227516726016
466,VPD[demand],322.06648686314793
467,VPD[stomatal],340.03680462468793
467,VPD[demand],338.20437905987404
468,VPD[stomatal],337.2139101205051
468,VPD[demand],335.02746222494596
469,VPD[stomatal],304.8110609745916
469,VPD[demand],301.82534154874753
470,VPD[stomatal],313.63156528546176
470,VPD[demand],276.53582647545807
471,VPD[stomatal],300.37420919307027
471,VPD[demand],325.12424579622353
472,VPD[stomatal],292.28461933815146
472,VPD[demand],296.3813614226466
473,VPD[stomatal],295.0973247150294
473,VPD[demand],310.27703698949364
474,VPD[stomatal],344.9019539286122
474,VPD[demand],331.7084555037575
475,VPD[stomatal],346.36656399796203
475,VPD[demand],330.86830905103665
476,VPD[stomatal],299.72934774910885
476,VPD[demand],383.4199063229092
477,VPD[stomatal],351.2062113725505
477,VPD[demand],323.6344585905656
478,VPD[stomatal],310.5583706093116
478,VPD[demand],283.3130498657896
479,VPD[stomatal],350.96331304168774
479,VPD[demand],345.78846804678045
480,VPD[stomatal],279.2748126474252
480,VPD[demand],309.9749830473835
481,VPD[stomatal],349.87451461461905
481,VPD[demand],355.97522494989244
482,VPD[stomatal],292.20921126454465
482,VPD[demand],309.41139684614365
483,VPD[stomatal],295.5031153196
483,VPD[demand],309.2575566588945
484,VPD[stomatal],303.25742602757146
484,VPD[demand],343.91188284518046
485,VPD[stomatal],282.92227001542255
485,VPD[demand],357.86814741251703
486,VPD[stomatal],361.2991589572811
486,VPD[demand],358.5647878103594
487,VPD[stomatal],316.29753179304373
487,VPD[demand],349.3201671213517
488,VPD[stomatal],323.35833405318925
488,VPD[demand],351.4665418339462
489,VPD[stomatal],349.7843611423519
489,VPD[demand],333.8780426159036
490,VPD[stomatal],253.42909444298675
490,VPD[demand],292.18223561546466
491,VPD[stomatal],342.374023761237
491,VPD[demand],336.4581294527872
492,VPD[stomatal],385.7875219072284
492,VPD[demand],311.681777203927
493,VPD[stomatal],327.13045225885935
493,VPD[demand],311.958762317011
494,VPD[stomatal],220.5917268522192
494,VPD[demand],304.9152663942636
495,VPD[stomatal],326.41097144628924
495,VPD[demand],351.43060883317344
496,VPD[stomatal],273.71832942035695
496,VPD[demand],300.62546399790415
497,VPD[stomatal],318.26700424905255
497,VPD[demand],387.3499955448889
498,VPD[stomatal],311.1359216519428
498,VPD[demand],365.8459530056423
499,VPD[stomatal],334.37363261479163
499,VPD[demand],296.0393803455515
500,VPD[stomatal],272.4951712824842
500,VPD[demand],298.203421266719
501,VPD[stomatal],343.09210645666695
501,VPD[demand],339.48498053202053
502,VPD[stomatal],300.85927685511774
502,VPD[demand],339.354565659587
503,VPD[stomatal],311.2488187312364
503,VPD[demand],259.96233644413104
504,VPD[stomatal],313.5327810526525
504,VPD[demand],330.2313128716855
505,VPD[stomatal],319.82944482781016
505,VPD[demand],316.9897012051447
506,VPD[stomatal],343.22137424730397
506,VPD[demand],357.19648402394694
507,VPD[stomatal],293.1855362939775
507,VPD[demand],312.4089800981816
508,VPD[stomatal],266.67818817747127
508,VPD[demand],329.7779313568898
509,VPD[stomatal],344.0575974858815
509,VPD[demand],309.8953234099243
510,VPD[stomatal],301.1554105234654
510,VPD[demand],282.6580862153238
511,VPD[stomatal],326.67716868075104
511,VPD[demand],278.5520507114472
512,VPD[stomatal],325.33822103448426
512,VPD[demand],314.89621369393564
513,VPD[stomatal],332.3425889259224
513,VPD[demand],269.6813878847257
514,VPD[stomatal],380.6675619246014
514,VPD[demand],362.02282557040485
515,VPD[stomatal],346.20476259070847
515,VPD[demand],300.322072567649
516,VPD[stomatal],328.7787219324213
516,VPD[demand],386.25215433104495
517,VPD[stomatal],282.6399079339547
517,VPD[demand],320.4094364512231
518,VPD[stomatal],315.71996959234536
518,VPD[demand],349.7525063193698
519,VPD[stomatal],279.6820431266594
519,VPD[demand],350.82075528440026
520,VPD[stomatal],283.3774915532979
520,VPD[demand],266.36515429964095
521,VPD[stomatal],331.7647048256125
521,VPD[demand],308.8325106530055
522,VPD[stomatal],244.28951227168534
522,VPD[demand],281.6614312514764
523,VPD[stomatal],349.1781319314647
523,VPD[demand],311.33469293664547
524,VPD[stomatal],319.94151433893717
524,VPD[demand],268.16474096368586
525,VPD[stomatal],346.44781774355306
525,VPD[demand],348.71522444746404
526,VPD[stomatal],344.86088754009495
526,VPD[demand],316.9669301998801
527,VPD[stomatal],304.2241041347673
527,VPD[demand],318.80704732154425
528,VPD[stomatal],326.9794112956955
528,VPD[demand],315.9772245642438
529,VPD[stomatal],323.12623735903514
529,VPD[demand],328.03776415914945
530,VPD[stomatal],284.61086621710047
530,VPD[demand],312.97666733229175
531,VPD[stomatal],275.4180766065473
531,VPD[demand],321.6474892302624
532,VPD[stomatal],325.82644736325784
532,VPD[demand],300.85592240972977
533,VPD[stomatal],337.5707812468174
533,VPD[demand],320.7480775882932
534,VPD[stomatal],347.242928638817
534,VPD[demand],272.203562137036
535,VPD[stomatal],305.9201058523278
535,VPD[demand],294.43803680764717
536,VPD[stomatal],316.05380853266604
536,VPD[demand],288.84984505378054
537,VPD[stomatal],339.68337052339166
537,VPD[demand],301.9885531692191
538,VPD[stomatal],280.37534273273593
538,VPD[demand],308.63557643863896
539,VPD[stomatal],359.1227619210605
539,VPD[demand],349.46998020800174
540,VPD[stomatal],294.21872382489056
540,VPD[demand],277.98314075626644
541,VPD[stomatal],324.0831241422036
541,VPD[demand],311.1740516739739
542,VPD[stomatal],374.2135491705747
542,VPD[demand],343.31181038230727
543,VPD[stomatal],328.6140968936676
543,VPD[demand],298.5217041442441
544,VPD[stomatal],245.15012134583077
544,VPD[demand],307.7270185651702
545,VPD[stomatal],302.4367598163501
545,VPD[demand],350.7253616870233
546,VPD[stomatal],347.7169357561519
546,VPD[demand],319.4378703579352
547,VPD[stomatal],329.0201810264841
547,VPD[demand],414.1718777203
548,VPD[stomatal],261.2091929724329
548,VPD[demand],320.5805881915827
549,VPD[stomatal],281.16859508311546
549,VPD[demand],289.38471788184364
550,VPD[stomatal],325.8302071294355
550,VPD[demand],284.63085084185786
551,VPD[stomatal],350.12942592251994
551,VPD[demand],396.477667124476
552,VPD[stomatal],321.19132376985897
552,VPD[demand],286.1019193036336
553,VPD[stomatal],328.2775448756265
553,VPD[demand],324.45561260095644
554,VPD[stomatal],342.9104484889741
554,VPD[demand],312.1962318594548
555,VPD[stomatal],280.12612807349325
555,VPD[demand],311.7166085892852
556,VPD[stomatal],348.702637095728
556,VPD[demand],273.92036274180083
557,VPD[stomatal],362.2162221007761
557,VPD[demand],371.9835181134579
558,VPD[stomatal],346.9518187379552
558,VPD[demand],314.2664836292279
559,VPD[stomatal],353.49958993512274
559,VPD[demand],364.318296241184
560,VPD[stomatal],281.1517630569066
560,VPD[demand],329.1087950184642
561,VPD[stomatal],318.6771125193778
561,VPD[demand],274.68316686974686
562,VPD[stomatal],343.9719030298128
562,VPD[demand],394.5028095772521
563,VPD[stomatal],315.73732636810416
563,VPD[demand],330.5358263824027
564,VPD[stomatal],295.94599953864474
564,VPD[demand],223.8213642075611
565,VPD[stomatal],339.10134908465125
565,VPD[demand],391.2878010011807
566,VPD[stomatal],310.61697265507985
566,VPD[demand],345.62084584346644
567,VPD[stomatal],324.16023081731794
567,VPD[demand],306.83711640614405
568,VPD[stomatal],331.2357275768908
568,VPD[demand],323.45896491378556
569,VPD[stomatal],330.93191075096564
569,VPD[demand],320.1729676735144
570,VPD[stomatal],324.18092539586104
570,VPD[demand],333.0244067767702
571,VPD[stomatal],298.32635736221386
571,VPD[demand],351.00580670288434
572,VPD[stomatal],355.53677268784804
572,VPD[demand],329.1851941697959
573,VPD[stomatal],334.21922908859807
573,VPD[demand],336.1999249501566
574,VPD[stomatal],315.77634544508186
574,VPD[demand],315.5510964726332
575,VPD[stomatal],323.43569044045984
575,VPD[demand],307.05750445602285
576,VPD[stomatal],300.6446401896457
576,VPD[demand],298.7047431290728
577,VPD[stomatal],339.4922237361635
577,VPD[demand],318.77976462888415
578,VPD[stomatal],326.2324963034182
578,VPD[demand],368.84913955005885
579,VPD[stomatal],342.6623145752493
579,VPD[demand],345.82643379963974
580,VPD[stomatal],316.0594855961523
580,VPD[demand],321.00080344879393
581,VPD[stomatal],284.07131343203065
581,VPD[demand],318.6268918143483
582,VPD[stomatal],292.5564063187305
582,VPD[demand],268.033536480019
583,VPD[stomatal],282.4978273775883
583,VPD[demand],287.2470544679458
584,VPD[stomatal],334.00022049164096
584,VPD[demand],347.0198497865219
585,VPD[stomatal],335.84587840502076
585,VPD[demand],278.32992584760734
586,VPD[stomatal],342.9057417155766
586,VPD[demand],316.8637490596341
587,VPD[stomatal],334.31711504323715
587,VPD[demand],350.8036056837904
588,VPD[stomatal],299.93468376043415
588,VPD[demand],270.85378942953986
589,VPD[stomatal],292.3410213401041
589,VPD[demand],311.83499510405545
590,VPD[stomatal],359.2419506392795
590,VPD[demand],358.15804069400696
591,VPD[stomatal],253.30892460747174
591,VPD[demand],349.275419049027
592,VPD[stomatal],330.17848888889773
592,VPD[demand],316.2197968522887
593,VPD[stomatal],348.8751397000941
593,VPD[demand],352.1641705858181
594,VPD[stomatal],318.37660929490823
594,VPD[demand],311.92535200301694
595,VPD[stomatal],357.82519452897003
595,VPD[demand],309.98294554616274
596,VPD[stomatal],348.56487250047496
596,VPD[demand],297.2822223000576
597,VPD[stomatal],298.61051268225214
597,VPD[demand],304.3590747982652
598,VPD[stomatal],290.3868396694441
598,VPD[demand],295.60929671766877
599,VPD[stomatal],331.9195749393005
599,VPD[demand],366.40549568792454
600,VPD[stomatal],344.1158852173249
600,VPD[demand],323.3562611048405
601,VPD[stomatal],290.65003629789754
601,VPD[demand],353.1601719934381
602,VPD[stomatal],329.10844612407413
602,VPD[demand],318.3669620780277
603,VPD[stomatal],302.71044595739323
603,VPD[demand],293.0584677264988
604,VPD[stomatal],320.51179016834647
604,VPD[demand],328.97553489766955
605,VPD[stomatal],310.99572247282003
605,VPD[demand],328.99191481844366
606,VPD[stomatal],287.89744317070813
606,VPD[demand],287.65921870541865
607,VPD[stomatal],305.09639056297976
607,VPD[demand],307.7927453416072
608,VPD[stomatal],319.30936360663446
608,VPD[demand],315.1115749229167
609,VPD[stomatal],332.14542910892766
609,VPD[demand],341.78290215332834
610,VPD[stomatal],352.3800172773766
610,VPD[demand],378.2069349117601
611,VPD[stomatal],374.2424439482394
611,VPD[demand],332.99673715304726
612,VPD[stomatal],239.5033118128323
612,VPD[demand],274.23659484526206
613,VPD[stomatal],309.3925157761065
613,VPD[demand],321.83327623163353
614,VPD[stomatal],330.4621709198905
614,VPD[demand],351.153192519604
615,VPD[stomatal],296.45639809212406
615,VPD[demand],380.45640345022633
616,VPD[stomatal],320.3938219588404
616,VPD[demand],327.59181712991943
617,VPD[stomatal],335.58965827276717
617,VPD[demand],309.09705664244245
618,VPD[stomatal],375.18750680135497
618,VPD[demand],344.76368157079537
619,VPD[stomatal],332.99246481126403
619,VPD[demand],327.3632505080497
620,VPD[stomatal],269.46954650630687
620,VPD[demand],337.80997375143215
621,VPD[stomatal],323.3668527563992
621,VPD[demand],322.57580794913974
622,VPD[stomatal],322.92693593947115
622,VPD[demand],315.91391098744214
623,VPD[stomatal],284.03828945743044
623,VPD[demand],268.78553239279466
624,VPD[stomatal],353.4017141994114
624,VPD[demand],308.9594135405148
625,VPD[stomatal],318.02383057312727
625,VPD[demand],336.07513358193563
626,VPD[stomatal],315.0644578237959
626,VPD[demand],312.2389774684404
627,VPD[stomatal],314.0867460851279
627,VPD[demand],317.24020523239085
628,VPD[stomatal],286.94775499343075
628,VPD[demand],349.3494058981168
629,VPD[stomatal],297.9346274588275
629,VPD[demand],298.2845286524902
630,VPD[stomatal],378.70913815193
630,VPD[demand],323.48833671413234
631,VPD[stomatal],332.2307828579308
631,VPD[demand],322.7090800169368
632,VPD[stomatal],356.5822457758608
632,VPD[demand],338.6935368693887
633,VPD[stomatal],386.1518028115944
633,VPD[demand],350.1740623757182
634,VPD[stomatal],340.1273309670323
634,VPD[demand],392.93913677734264
635,VPD[stomatal],320.71673932027835
635,VPD[demand],335.63329700882883
636,VPD[stomatal],361.629298179909
636,VPD[demand],343.44814513383074
637,VPD[stomatal],349.8451436351043
637,VPD[demand],399.5762963516134
638,VPD[stomatal],349.1147459806298
638,VPD[demand],357.2571404844336
639,VPD[stomatal],300.95510859593287
639,VPD[demand],403.5763141829251
640,VPD[stomatal],274.2876960493931
640,VPD[demand],322.98363830072543
641,VPD[stomatal],258.30626281513463
641,VPD[demand],337.6250515393114
642,VPD[stomatal],325.9128360360148
642,VPD[demand],311.95846432138285
643,VPD[stomatal],341.9283215931778
643,VPD[demand],375.3697467503029
644,VPD[stomatal],305.3784033996072
644,VPD[demand],334.7747616643253
645,VPD[stomatal],340.6424105113931
645,VPD[demand],344.70753396457053
646,VPD[stomatal],326.8439659220222
646,VPD[demand],285.6958985284307
647,VPD[stomatal],332.21659922558354
647,VPD[demand],355.0228137115705
648,VPD[stomatal],354.16955958621116
648,VPD[demand],310.27055975473223
649,VPD[stomatal],290.55065388832253
649,VPD[demand],304.219018461104
650,VPD[stomatal],327.91310174415116
650,VPD[demand],308.24917821753496
651,VPD[stomatal],360.5190796282911
651,VPD[demand],333.776979563185
652,VPD[stomatal],290.6821856414605
652,VPD[demand],319.5066435782644
653,VPD[stomatal],336.5709014004436
653,VPD[demand],395.5720852400321
654,VPD[stomatal],313.2233610350905
654,VPD[demand],359.11086020541995
655,VPD[stomatal],351.129539446827
655,VPD[demand],336.0531337347846
656,VPD[stomatal],324.37549834831293
656,VPD[demand],315.67931237675145
657,VPD[stomatal],339.0326422784523
657,VPD[demand],341.8568966587181
658,VPD[stomatal],324.24516051688636
658,VPD[demand],330.98908064149487
659,VPD[stomatal],363.1130176015018
659,VPD[demand],316.3470091908582
660,VPD[stomatal],279.07005220934985
660,VPD[demand],286.8207008904306
661,VPD[stomatal],295.15122141086545
661,VPD[demand],244.62057074358643
662,VPD[stomatal],251.3195159092321
662,VPD[demand],251.60254085556636
663,VPD[stomatal],343.9714565171243
663,VPD[demand],321.7732121427487
664,VPD[stomatal],301.8191603934145
664,VPD[demand],275.89060612542715
665,VPD[stomatal],352.2238515546792
665,VPD[demand],399.72123453169155
666,VPD[stomatal],340.7186815093219
666,VPD[demand],317.7246802145237
667,VPD[stomatal],318.5164209842093
667,VPD[demand],271.6785044224514
668,VPD[stomatal],345.0407471163812
668,VPD[demand],353.04449622767464
669,VPD[stomatal],346.0553537796741
669,VPD[demand],317.41544708276587
670,VPD[stomatal],315.3217630443457
670,VPD[demand],325.98506235672596
671,VPD[stomatal],292.29253782706905
671,VPD[demand],322.4596960794623
672,VPD[stomatal],291.0560116493269
672,VPD[demand],379.0183099280905
673,VPD[stomatal],344.4778534989182
673,VPD[demand],309.3482723498522
674,VPD[stomatal],293.9840570960409
674,VPD[demand],299.2687229042401
675,VPD[stomatal],295.9727668583758
675,VPD[demand],290.4492636682612
676,VPD[stomatal],331.3199901179426
676,VPD[demand],330.04353509168686
677,VPD[stomatal],336.4056608548135
677,VPD[demand],314.5121738688786
678,VPD[stomatal],270.1354616866569
678,VPD[demand],287.64569775512837
679,VPD[stomatal],374.04086741897305
679,VPD[demand],328.13682435170216
680,VPD[stomatal],326.99573783480645
680,VPD[demand],344.3099965638203
681,VPD[stomatal],304.1048308201204
681,VPD[demand],328.5526633279215
682,VPD[stomatal],329.54972921470426
682,VPD[demand],290.9307830411247
683,VPD[stomatal],362.67662488088456
683,VPD[demand],407.4364732196645
684,VPD[stomatal],319.83236927783906
684,VPD[demand],302.80211529272793
685,VPD[stomatal],334.40553474975
685,VPD[demand],326.80505188346046
686,VPD[stomatal],319.1576171673618
686,VPD[demand],331.14336770188885
687,VPD[stomatal],293.9702685091898
687,VPD[demand],274.4775876332492
688,VPD[stomatal],339.1928499100846
688,VPD[demand],368.4095228103883
689,VPD[stomatal],368.0816420690785
689,VPD[demand],312.31761175137865
690,VPD[stomatal],340.4436800109603
690,VPD[demand],353.4941953043774
691,VPD[stomatal],331.1076812127728
691,VPD[demand],340.92210524648243
692,VPD[stomatal],307.09957866383184
692,VPD[demand],314.6246299560102
693,VPD[stomatal],353.34489650021453
693,VPD[demand],344.541535388143
694,VPD[stomatal],293.8023267399737
694,VPD[demand],294.559039321391
695,VPD[stomatal],348.18027815566984
695,VPD[demand],384.78836862145624
696,VPD[stomatal],281.1712119536891
696,VPD[demand],313.94811318290834
697,VPD[stomatal],343.77875064641444
697,VPD[demand],289.4005177315278
698,VPD[stomatal],335.97161696034766
698,VPD[demand],284.70860720981693
699,VPD[stomatal],321.77645319759984
699,VPD[demand],308.67231387805134
700,VPD[stomatal],313.9178448243651
700,VPD[demand],301.42322473837464
701,VPD[stomatal],328.4482284182743
701,VPD[demand],359.92567912548793
702,VPD[stomatal],386.53252548293693
702,VPD[demand],295.4776187605505
703,VPD[stomatal],322.8241669815852
703,VPD[demand],303.75714539341135
704,VPD[stomatal],349.53033983148634
704,VPD[demand],323.05752945491344
705,VPD[stomatal],295.7797472044442
705,VPD[demand],291.92656418189506
706,VPD[stomatal],328.33354808863623
706,VPD[demand],403.71871666415706
707,VPD[stomatal],311.6127920320336
707,VPD[demand],326.7735598251863
708,VPD[stomatal],268.9256790010746
708,VPD[demand],342.07108152889487
709,VPD[stomatal],299.14831398253386
709,VPD[demand],301.17424611108925
710,VPD[stomatal],309.3835283236234
710,VPD[demand],320.19002801095803
711,VPD[stomatal],345.7913645658407
711,VPD[demand],310.5436316408008
712,VPD[stomatal],337.044043560461
712,VPD[demand],338.0473503856751
713,VPD[stomatal],293.12881699047205
713,VPD[demand],281.9758045298032
714,VPD[stomatal],363.4116950342846
714,VPD[demand],379.6019716570833
715,VPD[stomatal],298.8569300769658
715,VPD[demand],369.2048981088184
716,VPD[stomatal],313.0861774942886
716,VPD[demand],368.8530975879613
717,VPD[stomatal],251.1627568186929
717,VPD[demand],316.0370876950046
718,VPD[stomatal],340.9862345846841
718,VPD[demand],313.0040939793949
719,VPD[stomatal],324.61731494287704
719,VPD[demand],310.7279266436646
720,VPD[stomatal],285.81197078574576
720,VPD[demand],298.851061482711
721,VPD[stomatal],346.3365676318431
721,VPD[demand],320.03983681405714
722,VPD[stomatal],357.00750127680254
722,VPD[demand],304.74648476406395
723,VPD[stomatal],371.4715424861772
723,VPD[demand],307.1828257357526
724,VPD[stomatal],335.53504971106815
724,VPD[demand],310.46756720701717
725,VPD[stomatal],325.6312919468505
725,VPD[demand],295.3157595212925
726,VPD[stomatal],278.7409257068951
726,VPD[demand],307.92395268000166
727,VPD[stomatal],302.37172431306317
727,VPD[demand],348.8488594951311
728,VPD[stomatal],315.4032113507748
728,VPD[demand],301.6047575392069
729,VPD[stomatal],263.82322127244305
729,VPD[demand],331.3392803967046
730,VPD[stomatal],300.64548457425775
730,VPD[demand],341.4651419291093
731,VPD[stomatal],285.90268145706204
731,VPD[demand],314.6953558100756
732,VPD[stomatal],365.06881523237973
732,VPD[demand],352.28324275694376
733,VPD[stomatal],340.65466942527195
733,VPD[demand],386.1943969648248
734,VPD[stomatal],328.8442403694401
734,VPD[demand],304.4711056987259
735,VPD[stomatal],373.5707049130168
735,VPD[demand],306.61495210451716
736,VPD[stomatal],279.95606629705793
736,VPD[demand],293.3644320929812
737,VPD[stomatal],296.4837988360811
737,VPD[demand],293.8689652397159
738,VPD[stomatal],347.99307501177833
738,VPD[demand],322.84178609429296
739,VPD[stomatal],284.79595723195246
739,VPD[demand],356.2563010658878
740,VPD[stomatal],303.8914099665868
740,VPD[demand],273.92555489096037
741,VPD[stomatal],290.747966188148
741,VPD[demand],288.995731792429
742,VPD[stomatal],299.2631388635734
742,VPD[demand],295.61360268720364
743,VPD[stomatal],350.3357767844583
743,VPD[demand],358.6897307398707
744,VPD[stomatal],367.5117218562356
744,VPD[demand],375.9075663503205
745,VPD[stomatal],356.3448691290934
745,VPD[demand],375.4803818574517
746,VPD[stomatal],323.0277557092691
746,VPD[demand],271.00476764720247
747,VPD[stomatal],352.5054247833305
747,VPD[demand],299.43749066734557
748,VPD[stomatal],321.22916452983736
748,VPD[demand],320.58894370483847
749,VPD[stomatal],338.0315490371714
749,VPD[demand],309.51002543059326
750,VPD[stomatal],297.11690538299297
750,VPD[demand],353.2939126746347
751,VPD[stomatal],342.17224244420834
751,VPD[demand],383.00375324188275
752,VPD[stomatal],329.09217401303545
752,VPD[demand],311.8690294677074
753,VPD[stomatal],232.66780421351848
753,VPD[demand],289.8299511108032
754,VPD[stomatal],293.43061467529134
754,VPD[demand],325.7745463918981
755,VPD[stomatal],340.41703607256625
755,VPD[demand],336.17774123151673
756,VPD[stomatal],369.836714721293
756,VPD[demand],374.2702192092915
757,VPD[stomatal],324.52609795622095
757,VPD[demand],355.10659192537463
758,VPD[stomatal],303.90160583041154
758,VPD[demand],283.76020175407473
759,VPD[stomatal],311.5637571013727
759,VPD[demand],305.5129442127633
760,VPD[stomatal],309.0743404942042
760,VPD[demand],340.82945501094656
761,VPD[stomatal],308.2202285341799
761,VPD[demand],289.77546919915426
762,VPD[stomatal],224.92166226061482
762,VPD[demand],311.46328798880705
763,VPD[stomatal],346.6113298468994
763,VPD[demand],335.4283975632484
764,VPD[stomatal],299.4167034646052
764,VPD[demand],330.500136322187
765,VPD[stomatal],367.9104874153833
765,VPD[demand],415.93751721028303
766,VPD[stomatal],329.1608721318138
766,VPD[demand],388.13906355858904
767,VPD[stomatal],363.0767094443672
767,VPD[demand],374.3325677410617
768,VPD[stomatal],343.85580590076694
768,VPD[demand],375.83206053452056
769,VPD[stomatal],288.4092453143681
769,VPD[demand],361.18731083722633
770,VPD[stomatal],358.1051280792844
770,VPD[demand],336.6534603933831
771,VPD[stomatal],330.4692611546755
771,VPD[demand],307.55650703901046
772,VPD[stomatal],331.5941344880351
772,VPD[demand],344.49601171621316
773,VPD[stomatal],309.5633571527865
773,VPD[demand],354.26892229067226
774,VPD[stomatal],296.73305765499776
774,VPD[demand],302.36388766605563
775,VPD[stomatal],367.62053485548773
775,VPD[demand],338.1694965751606
776,VPD[stomatal],307.5472420838123
776,VPD[demand],336.61935919202733
777,VPD[stomatal],352.0180307194068
777,VPD[demand],386.03910088444894
778,VPD[stomatal],347.82299409002906
778,VPD[demand],329.1325412111149
779,VPD[stomatal],338.58750299224096
779,VPD[demand],323.19027894985857
