b,channel,dET
390,VPD[demand],361.3861721858673
391,VPD[stomatal],320.95592935223294
391,VPD[demand],379.2554016015961
392,VPD[stomatal],387.6287923829052
392,VPD[demand],375.5817106061761
393,VPD[stomatal],460.2134470612957
393,VPD[demand],394.40395284116437
394,VPD[stomatal],367.33556754993276
394,VPD[demand],367.0763577354579
395,VPD[stomatal],329.3114148807406
395,VPD[demand],309.774628499972
396,VPD[stomatal],421.332760920057
396,VPD[demand],371.063560511015
397,VPD[stomatal],407.555359322483
397,VPD[demand],364.43805865479317
398,VPD[stomatal],390.8872151301823
398,VPD[demand],400.29404093309824
399,VPD[stomatal],385.2386948549863
399,VPD[demand],348.4392583419502
400,VPD[stomatal],330.5686454805417
400,VPD[demand],310.03322826756823
401,VPD[stomatal],416.5236717804245
401,VPD[demand],404.63138946240633
402,VPD[stomatal],327.6436986729444
402,VPD[demand],346.58985114531856
403,VPD[stomatal],354.2473877525167
403,VPD[demand],334.3881261759858
404,VPD[stomatal],376.6754255580072
404,VPD[demand],426.4891273435086
405,VPD[stomatal],388.7483664133339
405,VPD[demand],375.46004756736454
406,VPD[stomatal],391.8228731341113
406,VPD[demand],370.05910085973915
407,VPD[stomatal],334.3124580973175
407,VPD[demand],262.2159781755239
408,VPD[stomatal],412.0277229820184
408,VPD[demand],382.6655989587325
409,VPD[stomatal],426.2780349651391
409,VPD[demand],318.4654034920176
410,VPD[stomatal],378.0340740459085
410,VPD[demand],372.86878146070785
411,VPD[stomatal],342.1268634447372
411,VPD[demand],392.21065908086325
412,VPD[stomatal],412.8688531384123
412,VPD[demand],408.21805346436633
413,VPD[stomatal],405.1916859002689
413,VPD[demand],351.86011984878314
414,VPD[stomatal],405.39399487491073
414,VPD[demand],346.41895149695017
415,VPD[stomatal],324.6333033073371
415,VPD[demand],323.24911555278584
416,VPD[stomatal],426.4878595280045
416,VPD[demand],439.1738656053668
417,VPD[stomatal],375.897952283844
417,VPD[demand],356.95152802128837
418,VPD[stomatal],370.0541665106724
418,VPD[demand],381.21386057307814
419,VPD[stomatal],420.8956553675613
419,VPD[demand],395.35027222080817
420,VPD[stomatal],372.0839911920202
420,VPD[demand],409.46423952887994
421,VPD[stomatal],397.0277292712028
421,VPD[demand],338.6365097005312
422,VPD[stomatal],303.57427807558804
422,VPD[demand],371.4514724576959
423,VPD[stomatal],393.30338767829403
423,VPD[demand],287.6242201221961
424,VPD[stomatal],356.36513137370923
424,VPD[demand],328.78187445568324
425,VPD[stomatal],385.9965484487951
425,VPD[demand],387.66951124200864
426,VPD[stomatal],399.5831971506557
426,VPD[demand],377.8519283095209
427,VPD[stomatal],380.5000183525382
427,VPD[demand],386.3560151225166
428,VPD[stomatal],350.0174635329106
428,VPD[demand],433.54655383285433
429,VPD[stomatal],375.02152394230984
429,VPD[demand],343.7403360148453
430,VPD[stomatal],416.18588338397944
430,VPD[demand],353.05815049256773
431,VPD[stomatal],425.45818140174526
431,VPD[demand],439.6948522305138
432,VPD[stomatal],420.6624627189377
432,VPD[demand],358.69212458855486
433,VPD[stomatal],381.0216763610928
433,VPD[demand],331.4241870715232
434,VPD[stomatal],374.3273028228125
434,VPD[demand],418.7561725632447
435,VPD[stomatal],385.82639545897734
435,VPD[demand],400.02242381231497
436,VPD[stomatal],400.84432655140483
436,VPD[demand],410.87178102296366
437,VPD[stomatal],400.49615881904856
437,VPD[demand],366.927886692279
438,VPD[stomatal],391.17380288924744
438,VPD[demand],325.0292787999382
439,VPD[stomatal],337.02165658261094
439,VPD[demand],294.641796074842
440,VPD[stomatal],366.50497520347494
440,VPD[demand],395.3865311133027
441,VPD[stomatal],442.9332027147798
441,VPD[demand],377.700560903938
442,VPD[stomatal],431.5862722083101
442,VPD[demand],375.21936065541615
443,VPD[stomatal],397.42461767847067
443,VPD[demand],351.5908704493287
444,VPD[stomatal],428.0662143387924
444,VPD[demand],408.82655208057076
445,VPD[stomatal],403.893098786745
445,VPD[demand],357.7993862583277
446,VPD[stomatal],366.447232952352
446,VPD[demand],388.70019213493833
447,VPD[stomatal],409.1916099161715
447,VPD[demand],397.3542578461519
448,VPD[stomatal],366.41181182204923
448,VPD[demand],379.3899187585398
449,VPD[stomatal],377.3028327987811
449,VPD[demand],349.92202634715693
450,VPD[stomatal],372.2619794466003
450,VPD[demand],353.21868424042
451,VPD[stomatal],404.6600214958445
451,VPD[demand],362.4966264021184
452,VPD[stomatal],396.7967984345198
452,VPD[demand],335.9683593688512
453,VPD[stomatal],340.6980065478202
453,VPD[demand],401.0686420514255
454,VPD[stomatal],416.6721584520965
454,VPD[demand],401.08675164687554
455,VPD[stomatal],334.0375150325932
455,VPD[demand],344.00219539928116
456,VPD[stomatal],355.6984575638925
456,VPD[demand],320.2581780952303
457,VPD[stomatal],360.77463449139486
457,VPD[demand],372.2521489571154
458,VPD[stomatal],368.78954161173385
458,VPD[demand],337.8651784217941
459,VPD[stomatal],390.49627602393014
459,VPD[demand],378.2991019133568
460,VPD[stomatal],383.599035451698
460,VPD[demand],317.9075872014763
461,VPD[stomatal],384.7162112054416
461,VPD[demand],382.0397778641965
462,VPD[stomatal],358.378723747809
462,VPD[demand],391.4619200926909
463,VPD[stomatal],359.8636278305355
463,VPD[demand],364.45333846598885
464,VPD[stomatal],418.0481530825232
464,VPD[demand],386.93445905268004
465,VPD[stomatal],366.4643994674034
465,VPD[demand],340.99897489746684
466,VPD[stomatal],370.8649347202112
466,VPD[demand],309.8269331369512
467,VPD[stomatal],348.51767076136593
467,VPD[demand],279.5236780817121
468,VPD[stomatal],353.1218410200827
468,VPD[demand],359.2814527227247
469,VPD[stomatal],342.618375535057
469,VPD[demand],382.7450616780483
470,VPD[stomatal],333.36204156445706
470,VPD[demand],338.2538208676632
471,VPD[stomatal],408.11497699329516
471,VPD[demand],344.3464167855443
472,VPD[stomatal],324.2115880246953
472,VPD[demand],334.3235194848123
473,VPD[stomatal],307.6263341956769
473,VPD[demand],338.9908272712679
474,VPD[stomatal],422.1485851167579
474,VPD[demand],339.0851466897709
475,VPD[stomatal],388.26919361381135
475,VPD[demand],327.48972286435003
476,VPD[stomatal],392.5687026313391
476,VPD[demand],417.427466419183
477,VPD[stomatal],321.40069051378873
477,VPD[demand],352.1005665055077
478,VPD[stomatal],416.5038778502053
478,VPD[demand],356.9489534704362
479,VPD[stomatal],362.62082870156655
479,VPD[demand],366.2320663496715
480,VPD[stomatal],333.99880091829743
480,VPD[demand],335.7769168429071
481,VPD[stomatal],349.3571277334805
481,VPD[demand],352.6418481729123
482,VPD[stomatal],342.2477820974036
482,VPD[demand],350.39420980010823
483,VPD[stomatal],313.0770537286014
483,VPD[demand],318.7060382704542
484,VPD[stomatal],294.30738243231383
484,VPD[demand],315.0727261585181
485,VPD[stomatal],374.0291111376624
485,VPD[demand],360.8418273065015
486,VPD[stomatal],409.6010081657787
486,VPD[demand],350.4262683865702
487,VPD[stomatal],360.0389801787668
487,VPD[demand],346.2482547150282
488,VPD[stomatal],373.77388490998703
488,VPD[demand],329.2260582857398
489,VPD[stomatal],422.01410687343673
489,VPD[demand],401.04216700880806
490,VPD[stomatal],364.2813139549461
490,VPD[demand],315.45759111760435
491,VPD[stomatal],354.56991878729957
491,VPD[demand],283.37742382439376
492,VPD[stomatal],405.0027974316704
492,VPD[demand],292.57139172036
493,VPD[stomatal],332.95218060499474
493,VPD[demand],345.4740162802809
494,VPD[stomatal],354.2842397512816
494,VPD[demand],402.7266356679536
495,VPD[stomatal],360.97915691268634
495,VPD[demand],405.74346251433406
496,VPD[stomatal],407.8484346603517
496,VPD[demand],341.1139642328785
497,VPD[stomatal],350.78594956816414
497,VPD[demand],342.31419324376884
498,VPD[stomatal],404.5712381855709
498,VPD[demand],352.08366399053443
499,VPD[stomatal],356.7590976427765
499,VPD[demand],357.5947256688386
500,VPD[stomatal],374.3819938945836
500,VPD[demand],280.84843535732307
501,VPD[stomatal],359.3040582603287
501,VPD[demand],390.371379158938
502,VPD[stomatal],444.78716416320026
502,VPD[demand],358.95714986211294
503,VPD[stomatal],403.2329254117292
503,VPD[demand],397.4569954563631
504,VPD[stomatal],352.46768768833044
504,VPD[demand],335.54791782844734
505,VPD[stomatal],319.0428174965814
505,VPD[demand],350.81509850603845
506,VPD[stomatal],395.8089587191621
506,VPD[demand],331.5869946596356
507,VPD[stomatal],322.48856830193927
507,VPD[demand],334.75824413661417
508,VPD[stomatal],355.6629178916513
508,VPD[demand],330.2820670205406
509,VPD[stomatal],338.22839608775996
509,VPD[demand],319.21590567253304
510,VPD[stomatal],442.3295556704519
510,VPD[demand],337.64342669242956
511,VPD[stomatal],352.1402737886823
511,VPD[demand],397.11109309671883
512,VPD[stomatal],382.85624507458306
512,VPD[demand],341.0037121309149
513,VPD[stomatal],415.51654377628006
513,VPD[demand],396.69204305981
514,VPD[stomatal],354.6822618017819
514,VPD[demand],347.86477775082915
515,VPD[stomatal],355.8469294933998
515,VPD[demand],381.33017960281927
516,VPD[stomatal],423.73492054344604
516,VPD[demand],382.9670141174355
517,VPD[stomatal],384.64291948992957
517,VPD[demand],319.98703054929604
518,VPD[stomatal],401.4241506801635
518,VPD[demand],438.4999784705435
519,VPD[stomatal],391.2786108894087
519,VPD[demand],331.96624465120954
520,VPD[stomatal],389.3801700943494
520,VPD[demand],404.62242295094245
521,VPD[stomatal],389.3353250164786
521,VPD[demand],385.37125767719397
522,VPD[stomatal],342.0090854149836
522,VPD[demand],285.65334124918525
523,VPD[stomatal],368.3956931948958
523,VPD[demand],421.3652476647567
524,VPD[stomatal],403.4462078354094
524,VPD[demand],346.5094143732033
525,VPD[stomatal],385.45318869267305
525,VPD[demand],356.1228759570606
526,VPD[stomatal],377.084751629891
526,VPD[demand],310.17851428410586
527,VPD[stomatal],396.9241877533291
527,VPD[demand],294.7699461910713
528,VPD[stomatal],395.242684988835
528,VPD[demand],346.4832479485881
529,VPD[stomatal],359.36126410132294
529,VPD[demand],320.23371712141693
530,VPD[stomatal],355.6881372709298
530,VPD[demand],338.8295343152955
531,VPD[stomatal],360.77124582286547
531,VPD[demand],330.911940700856
532,VPD[stomatal],423.17175786055213
532,VPD[demand],314.6353078116697
533,VPD[stomatal],378.6185001147876
533,VPD[demand],396.56269564974036
534,VPD[stomatal],394.0572818389712
534,VPD[demand],354.0594127955061
535,VPD[stomatal],371.5000232071138
535,VPD[demand],345.8609069672459
536,VPD[stomatal],356.60484204219347
536,VPD[demand],328.81874274106724
537,VPD[stomatal],313.8476659156048
537,VPD[demand],282.5246665775377
538,VPD[stomatal],421.85169318231704
538,VPD[demand],377.36118396914037
539,VPD[stomatal],333.8926502576825
539,VPD[demand],299.10224640647937
540,VPD[stomatal],310.9795867614573
540,VPD[demand],289.19665675263616
541,VPD[stomatal],422.31192465276604
541,VPD[demand],307.97480617457893
542,VPD[stomatal],417.0900096973412
542,VPD[demand],354.2872759509967
543,VPD[stomatal],402.8704000138782
543,VPD[demand],417.75895330356184
544,VPD[stomatal],344.7249603801953
544,VPD[demand],338.8587320589064
545,VPD[stomatal],352.30674377050923
545,VPD[demand],341.2598202074936
546,VPD[stomatal],357.4971712802079
546,VPD[demand],350.49142332591555
547,VPD[stomatal],360.9251397888181
547,VPD[demand],372.96622950429344
548,VPD[stomatal],405.22898364041544
548,VPD[demand],382.1130279414708
549,VPD[stomatal],394.29648247705404
549,VPD[demand],325.14937068606
550,VPD[stomatal],395.0899436081809
550,VPD[demand],361.3082705258514
551,VPD[stomatal],361.8107559139346
551,VPD[demand],317.2205288095897
552,VPD[stomatal],448.2574822594685
552,VPD[demand],344.12180473604246
553,VPD[stomatal],408.6137085088327
553,VPD[demand],389.82432913037735
554,VPD[stomatal],418.82881121936305
554,VPD[demand],370.47661296304125
555,VPD[stomatal],369.6398322292465
555,VPD[demand],351.5224242985779
556,VPD[stomatal],345.7154582042115
556,VPD[demand],364.58426499300606
557,VPD[stomatal],355.63157157929663
557,VPD[demand],352.8045564563089
558,VPD[stomatal],363.09536164480517
558,VPD[demand],362.70336387772295
559,VPD[stomatal],378.95076919022074
559,VPD[demand],340.29599716380403
560,VPD[stomatal],369.4051323562186
560,VPD[demand],349.57044753251887
561,VPD[stomatal],404.0191464498888
561,VPD[demand],412.61110054840185
562,VPD[stomatal],405.4466381167407
562,VPD[demand],352.49222079158335
563,VPD[stomatal],332.82231556444367
563,VPD[demand],343.9182813156592
564,VPD[stomatal],387.43984483882605
564,VPD[demand],396.6601089759715
565,VPD[stomatal],432.0626513929309
565,VPD[demand],338.7266902908575
566,VPD[stomatal],344.8608887843543
566,VPD[demand],361.33309681954427
567,VPD[stomatal],343.57744426572606
567,VPD[demand],363.16143866797063
568,VPD[stomatal],399.6273469242511
568,VPD[demand],394.8529607105802
569,VPD[stomatal],307.40387594934714
569,VPD[demand],337.5868923756917
570,VPD[stomatal],361.5639490934635
570,VPD[demand],334.14948026861225
571,VPD[stomatal],425.1564593560104
571,VPD[demand],383.71851330296886
572,VPD[stomatal],414.39752394611617
572,VPD[demand],429.08114888631314
573,VPD[stomatal],363.2604845102437
573,VPD[demand],432.8669743234942
574,VPD[stomatal],380.36394582911146
574,VPD[demand],358.11934528295944
575,VPD[stomatal],362.0661378172274
575,VPD[demand],343.1861210525951
576,VPD[stomatal],376.73461830825704
576,VPD[demand],351.01300658639116
577,VPD[stomatal],333.50426038999535
577,VPD[demand],353.6207532600645
578,VPD[stomatal],330.8637668888507
578,VPD[demand],301.25308758483754
579,VPD[stomatal],330.65652733967613
579,VPD[demand],311.6624198903071
580,VPD[stomatal],373.199700382924
580,VPD[demand],349.42218036744634
581,VPD[stomatal],384.0104835380919
581,VPD[demand],310.402894769019
582,VPD[stomatal],400.09971006961564
582,VPD[demand],346.7073480606862
583,VPD[stomatal],410.6488656601001
583,VPD[demand],390.8971955029564
584,VPD[stomatal],362.4169706785018
584,VPD[demand],308.59043921218677
585,VPD[stomatal],378.44172450895474
585,VPD[demand],358.0171844856329
586,VPD[stomatal],426.28089969411735
586,VPD[demand],386.28573636437784
587,VPD[stomatal],338.92584689162084
587,VPD[demand],329.64681270776464
588,VPD[stomatal],374.7983844359967
588,VPD[demand],332.8153292060131
589,VPD[stomatal],412.14437090135675
589,VPD[demand],403.1703029529277
590,VPD[stomatal],359.32697013404436
590,VPD[demand],352.79081191605337
591,VPD[stomatal],404.48363456801917
591,VPD[demand],313.3541864299998
592,VPD[stomatal],345.6632903658368
592,VPD[demand],379.1249944356979
593,VPD[stomatal],423.2264391758256
593,VPD[demand],386.7144399932305
594,VPD[stomatal],425.4846475567531
594,VPD[demand],311.75946770660823
595,VPD[stomatal],393.9910398839203
595,VPD[demand],363.72051211054406
596,VPD[stomatal],406.62229756321517
596,VPD[demand],397.27395038614884
597,VPD[stomatal],366.2424557289079
597,VPD[demand],368.447706647356
598,VPD[stomatal],411.62559357390694
598,VPD[demand],339.52913551416145
599,VPD[stomatal],347.1079884887148
599,VPD[demand],315.81308298949693
600,VPD[stomatal],390.40247973151327
600,VPD[demand],348.9370637704203
601,VPD[stomatal],370.0097345593871
601,VPD[demand],342.50311855307973
602,VPD[stomatal],336.2134622497232
602,VPD[demand],321.6800376047156
603,VPD[stomatal],364.5015769249326
603,VPD[demand],323.55563111697154
604,VPD[stomatal],376.6306759958286
604,VPD[demand],387.6448474562543
605,VPD[stomatal],397.9375283715217
605,VPD[demand],380.54542562159145
606,VPD[stomatal],397.5849899470195
606,VPD[demand],317.38614779526404
607,VPD[stomatal],397.12524200513496
607,VPD[demand],400.4355469681824
608,VPD[stomatal],351.1713615831434
608,VPD[demand],313.4152760382426
609,VPD[stomatal],369.56883172214975
609,VPD[demand],364.087718235039
610,VPD[stomatal],394.74483573279167
610,VPD[demand],350.8001601770454
611,VPD[stomatal],372.1693182809287
611,VPD[demand],327.5468091638038
612,VPD[stomatal],331.37765261142897
612,VPD[demand],319.88945829460624
613,VPD[stomatal],365.6710619144901
613,VPD[demand],306.1555330642284
614,VPD[stomatal],419.9822673384365
614,VPD[demand],402.72755307748
615,VPD[stomatal],345.8370410845556
615,VPD[demand],341.6595164449866
616,VPD[stomatal],379.96603894962493
616,VPD[demand],394.93447306196333
617,VPD[stomatal],393.6337176073654
617,VPD[demand],407.06593280407424
618,VPD[stomatal],367.508186074229
618,VPD[demand],360.26375841150923
619,VPD[stomatal],366.11632532573947
619,VPD[demand],336.20306460652284
620,VPD[stomatal],341.03296859551597
620,VPD[demand],295.57401821485007
621,VPD[stomatal],422.54092507921916
621,VPD[demand],358.05898352490135
622,VPD[stomatal],449.0588725949607
622,VPD[demand],383.83111993408613
623,VPD[stomatal],405.8733750057112
623,VPD[demand],370.9138990047926
624,VPD[stomatal],331.3623689119013
624,VPD[demand],386.9735685653884
625,VPD[stomatal],399.8402342541916
625,VPD[demand],435.176188379157
626,VPD[stomatal],332.80292074396766
626,VPD[demand],316.38085999575117
627,VPD[stomatal],431.9515158265831
627,VPD[demand],354.40794124474667
628,VPD[stomatal],388.23449109259434
628,VPD[demand],454.6350363112622
629,VPD[stomatal],344.0407945697316
629,VPD[demand],407.83662034626366
630,VPD[stomatal],328.31794521563586
630,VPD[demand],291.4956923587523
631,VPD[stomatal],343.9863631555114
631,VPD[demand],424.44582009359317
632,VPD[stomatal],387.14902623848616
632,VPD[demand],314.02844876951417
633,VPD[stomatal],398.78382925384176
633,VPD[demand],422.47111371327355
634,VPD[stomatal],365.9248989937088
634,VPD[demand],341.4333560866669
635,VPD[stomatal],386.60093976017106
635,VPD[demand],392.86543856885964
636,VPD[stomatal],344.9403193747254
636,VPD[demand],358.5415804356237
637,VPD[stomatal],387.8512655304239
637,VPD[demand],415.7118442711022
638,VPD[stomatal],328.04373170270765
638,VPD[demand],363.9995108662656
639,VPD[stomatal],369.9876370993992
639,VPD[demand],340.6956164552133
640,VPD[stomatal],401.73271001298406
640,VPD[demand],410.8446714387004
641,VPD[stomatal],375.3918885986652
641,VPD[demand],354.4630219243884
642,VPD[stomatal],436.5972432956064
642,VPD[demand],338.3000136447105
643,VPD[stomatal],390.4652645720038
643,VPD[demand],373.967487887517
644,VPD[stomatal],363.43328742646963
644,VPD[demand],380.9645165896951
645,VPD[stomatal],387.4831282261167
645,VPD[demand],330.08261819078587
646,VPD[stomatal],416.2498327792447
646,VPD[demand],396.4753692804454
647,VPD[stomatal],338.8453449007063
647,VPD[demand],364.86645712756524
648,VPD[stomatal],314.17966749583775
648,VPD[demand],359.40116327110366
649,VPD[stomatal],346.2062980483471
649,VPD[demand],327.25037588941336
650,VPD[stomatal],377.4807281430345
650,VPD[demand],314.13931827288263
651,VPD[stomatal],375.2442706131725
651,VPD[demand],361.0741252317041
652,VPD[stomatal],393.83767188618515
652,VPD[demand],371.7811720958024
653,VPD[stomatal],436.79112476802186
653,VPD[demand],413.272245485431
654,VPD[stomatal],408.23887490594564
654,VPD[demand],383.19719269414077
655,VPD[stomatal],324.41589371418434
655,VPD[demand],321.02181002364784
656,VPD[stomatal],460.9506867963611
656,VPD[demand],418.53801941677557
657,VPD[stomatal],404.3747131835894
657,VPD[demand],380.7405200756832
658,VPD[stomatal],396.33661393966827
658,VPD[demand],358.91490660331954
659,VPD[stomatal],329.8457439138954
659,VPD[demand],327.8706945384938
660,VPD[stomatal],400.99876129663494
660,VPD[demand],383.4174919362764
661,VPD[stomatal],370.9704576951042
661,VPD[demand],330.7687596860818
662,VPD[stomatal],411.36264018513896
662,VPD[demand],384.6463049203936
663,VPD[stomatal],395.1562238236336
663,VPD[demand],330.4318397711945
664,VPD[stomatal],365.7832222826611
664,VPD[demand],373.8695997956644
665,VPD[stomatal],335.0272674458856
665,VPD[demand],371.8755177136268
666,VPD[stomatal],343.83304059875536
666,VPD[demand],350.2746715491036
667,VPD[stomatal],349.3728070518414
667,VPD[demand],307.6701996425994
668,VPD[stomatal],396.6266892412842
668,VPD[demand],349.8698983341119
669,VPD[stomatal],338.66159464147245
669,VPD[demand],339.2971620035827
670,VPD[stomatal],357.49836095727323
670,VPD[demand],321.90268134953635
671,VPD[stomatal],395.0838495673323
671,VPD[demand],346.54792526979804
672,VPD[stomatal],399.32056652414576
672,VPD[demand],351.289635946407
673,VPD[stomatal],323.1077747206914
673,VPD[demand],305.8410432454
674,VPD[stomatal],437.50911585951815
674,VPD[demand],366.6260509958886
675,VPD[stomatal],385.33466910439597
675,VPD[demand],378.2569265938213
676,VPD[stomatal],381.83507345390206
676,VPD[demand],344.60040793261805
677,VPD[stomatal],362.6381266900272
677,VPD[demand],369.9652723536359
678,VPD[stomatal],389.9556146771321
678,VPD[demand],335.2267403812899
679,VPD[stomatal],377.7231415923162
679,VPD[demand],340.14747314862325
680,VPD[stomatal],393.4774687545538
680,VPD[demand],434.58153044305016
681,VPD[stomatal],352.62512672046387
681,VPD[demand],369.565193135699
682,VPD[stomatal],355.3930104492563
682,VPD[demand],338.27039946243747
683,VPD[stomatal],419.6342835023429
683,VPD[demand],397.8664036661871
684,VPD[stomatal],431.4981885219537
684,VPD[demand],355.0577735095312
685,VPD[stomatal],366.9885952325526
685,VPD[demand],341.97801773612787
686,VPD[stomatal],380.9696018671232
686,VPD[demand],355.7529315882979
687,VPD[stomatal],343.2745072552559
687,VPD[demand],303.31225933722124
688,VPD[stomatal],384.50342731203637
688,VPD[demand],343.02374497703556
689,VPD[stomatal],383.8294680285851
689,VPD[demand],422.1424608272216
690,VPD[stomatal],454.9022915552456
690,VPD[demand],416.83357496740075
691,VPD[stomatal],335.52499015984574
691,VPD[demand],310.52626771500775
692,VPD[stomatal],384.4698676479169
692,VPD[demand],315.5355343474439
693,VPD[stomatal],395.03965487356663
693,VPD[demand],309.76689019128753
694,VPD[stomatal],398.44721293632415
694,VPD[demand],362.0366125989465
695,VPD[stomatal],404.56592370576686
695,VPD[demand],422.8867403589127
696,VPD[stomatal],408.42873956978997
696,VPD[demand],333.5256274037921
697,VPD[stomatal],343.96500522820986
697,VPD[demand],307.41553978625655
698,VPD[stomatal],391.7060874920371
698,VPD[demand],330.1089614174226
699,VPD[stomatal],401.9712254884257
699,VPD[demand],416.77509406425304
700,VPD[stomatal],372.8231086572347
700,VPD[demand],330.22945551474754
701,VPD[stomatal],360.76689269468864
701,VPD[demand],320.81221041405945
702,VPD[stomatal],383.5009280824946
702,VPD[demand],346.2541207888946
703,VPD[stomatal],324.58196715812915
703,VPD[demand],368.6226865717359
704,VPD[stomatal],353.33806250606006
704,VPD[demand],350.7971972457582
705,VPD[stomatal],362.60919070859813
705,VPD[demand],346.3420469898208
706,VPD[stomatal],398.7714922033306
706,VPD[demand],432.4408495578032
707,VPD[stomatal],366.9956539176335
707,VPD[demand],379.97061453548804
708,VPD[stomatal],391.2333560916203
708,VPD[demand],328.1122155726928
709,VPD[stomatal],382.8883894948872
709,VPD[demand],358.8195711315484
710,VPD[stomatal],420.917918934678
710,VPD[demand],371.270611266346
711,VPD[stomatal],411.31746500581414
711,VPD[demand],334.9781869065587
712,VPD[stomatal],315.6096228825397
712,VPD[demand],332.9298700139592
713,VPD[stomatal],388.43024206080554
713,VPD[demand],363.99473827777865
714,VPD[stomatal],387.46503624806394
714,VPD[demand],404.0524754653677
715,VPD[stomatal],343.7965806448518
715,VPD[demand],363.43262127651553
716,VPD[stomatal],398.96445968269336
716,VPD[demand],325.6847518755036
717,VPD[stomatal],348.9444989975366
717,VPD[demand],354.8157383439524
718,VPD[stomatal],376.1223916981212
718,VPD[demand],353.576930520072
719,VPD[stomatal],384.3340958867143
719,VPD[demand],338.19097094726214
720,VPD[stomatal],406.73691624572155
720,VPD[demand],350.74887210309475
721,VPD[stomatal],426.03417229320655
721,VPD[demand],350.3761780208032
722,VPD[stomatal],349.3269984358277
722,VPD[demand],364.69305916688086
723,VPD[stomatal],365.2298925213572
723,VPD[demand],372.83779015279515
724,VPD[stomatal],298.3226005597495
724,VPD[demand],316.8500360594028
725,VPD[stomatal],388.9249116858283
725,VPD[demand],338.5091625608392
726,VPD[stomatal],386.4296283047729
726,VPD[demand],332.2247568076682
727,VPD[stomatal],400.31699645098854
727,VPD[demand],388.18596229655225
728,VPD[stomatal],434.6313303927667
728,VPD[demand],373.96723260696785
729,VPD[stomatal],439.26018373953525
729,VPD[demand],357.70654768045904
730,VPD[stomatal],442.18244708765064
730,VPD[demand],386.8886025432728
731,VPD[stomatal],370.13017372094043
731,VPD[demand],391.97486554598675
732,VPD[stomatal],399.02821242217317
732,VPD[demand],378.6232235231362
733,VPD[stomatal],462.35656678175474
733,VPD[demand],416.09128836683203
734,VPD[stomatal],428.8417942573742
734,VPD[demand],388.6460195453626
735,VPD[stomatal],392.95019829060357
735,VPD[demand],410.2945449100466
736,VPD[stomatal],369.63500028712997
736,VPD[demand],332.4359575919219
737,VPD[stomatal],310.2895165084253
737,VPD[demand],290.7771389887306
738,VPD[stomatal],427.5212989558679
738,VPD[demand],402.8889597415822
739,VPD[stomatal],424.4646523588102
739,VPD[demand],386.3052442996669
740,VPD[stomatal],358.31257730552977
740,VPD[demand],301.023998720079
741,VPD[stomatal],408.4205848043579
741,VPD[demand],368.6444089966328
742,VPD[stomatal],420.32197311740174
742,VPD[demand],356.8206578017239
743,VPD[stomatal],402.96418670343223
743,VPD[demand],383.350812836881
744,VPD[stomatal],447.9322688119137
744,VPD[demand],490.15947419153827
745,VPD[stomatal],302.76801939647544
745,VPD[demand],290.09883785418253
746,VPD[stomatal],390.18294199818126
746,VPD[demand],367.53781548439224
747,VPD[stomatal],401.98059553882706
747,VPD[demand],380.7283693244932
748,VPD[stomatal],376.46760066796753
748,VPD[demand],307.19892971809566
749,VPD[stomatal],385.6381493370957
749,VPD[demand],368.8190059872535
750,VPD[stomatal],384.81884472379625
750,VPD[demand],380.48264224886395
751,VPD[stomatal],410.8034401735447
751,VPD[demand],349.9115818189624
752,VPD[stomatal],297.0961485898764
752,VPD[demand],324.7940642451174
753,VPD[stomatal],383.6298139025972
753,VPD[demand],407.4460449996492
754,VPD[stomatal],366.66466349533675
754,VPD[demand],328.30179334627553
755,VPD[stomatal],417.32707568654314
755,VPD[demand],345.75485299155787
756,VPD[stomatal],343.91390210562895
756,VPD[demand],283.28000519743046
757,VPD[stomatal],383.56781114405396
757,VPD[demand],305.7903298386781
758,VPD[stomatal],368.40433859383734
758,VPD[demand],301.5507048651492
759,VPD[stomatal],421.7868834062584
759,VPD[demand],448.474866873589
760,VPD[stomatal],387.2739378662276
760,VPD[demand],335.55511176510606
761,VPD[stomatal],442.3860766541444
761,VPD[demand],339.49754645789744
762,VPD[stomatal],413.0704672777533
762,VPD[demand],357.5701599156913
763,VPD[stomatal],380.6037423684511
763,VPD[demand],358.5283755009734
764,VPD[stomatal],449.93753162103064
764,VPD[demand],388.06695903830735
765,VPD[stomatal],402.15250956755665
765,VPD[demand],358.3629889537599
766,VPD[stomatal],383.33625425174444
766,VPD[demand],288.49594997496854
767,VPD[stomatal],403.06479542944874
767,VPD[demand],388.3497888363987
768,VPD[stomatal],381.0287261084867
768,VPD[demand],370.1747036393149
769,VPD[stomatal],378.9504833948067
769,VPD[demand],346.5609844415453
770,VPD[stomatal],386.98487221304526
770,VPD[demand],348.4783181410097
771,VPD[stomatal],379.83448196371603
771,VPD[demand],368.50661196207807
772,VPD[stomatal],320.68991777377266
772,VPD[demand],318.4487285005847
773,VPD[stomatal],388.64746401947707
773,VPD[demand],307.65403954433634
774,VPD[stomatal],316.4254874410632
774,VPD[demand],290.4218133417286
775,VPD[stomatal],438.0709821793896
775,VPD[demand],357.3818601875447
776,VPD[stomatal],412.4770593677946
776,VPD[demand],328.34515296289294
777,VPD[stomatal],378.141598262455
777,VPD[demand],369.91190395061244
778,VPD[stomatal],350.57047103307093
778,VPD[demand],337.65520433070765
779,VPD[stomatal],392.0177688617928
779,VPD[demand],324.0011414385682
